DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE

STN      = stationsnummer/stationnumber
YYYYMMDD = datum/date (YYYY=jaar/year MM=maand/month DD=dag/day)
RD       = 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag/
           daily precipitation amount in 0.1 mm over the period 08.00 preceding day - 08.00 UTC present day
SX       = codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC:

           codecijfer/code    sneeuwdikte/snow cover
           1                                    1 cm
           ...                                   ...
           996                                996 cm

           997 gebroken sneeuwdek/broken snow cover < 1 cm
           998 gebroken sneeuwdek/broken snow cover >=1 cm
           999 sneeuwhopen/snow dunes

5 spaties betekent een ontbrekende waarde/5 spaces represents a missing value

STN,YYYYMMDD,   RD,   SX,
449,19790907,    0,    0,
449,19790908,    0,    0,
449,19790909,    0,    0,
449,19790910,    0,    0,
449,19790911,    0,    0,
449,19790912,    0,    0,
449,19790913,    0,    0,
449,19790914,    0,    0,
449,19790915,   14,    0,
449,19790916,    0,    0,
449,19790917,    0,    0,
449,19790918,    0,    0,
449,19790919,   56,    0,
449,19790920,   55,    0,
449,19790921,   27,    0,
449,19790922,   50,    0,
449,19790923,    1,    0,
449,19790924,    6,    0,
449,19790925,    0,    0,
449,19790926,    5,    0,
449,19790927,   18,    0,
449,19790928,    6,    0,
449,19790929,    0,    0,
449,19790930,    0,    0,
449,19791001,    0,    0,
449,19791002,    0,    0,
449,19791003,    0,    0,
449,19791004,    0,    0,
449,19791005,   51,    0,
449,19791006,   14,    0,
449,19791007,    0,    0,
449,19791008,    0,    0,
449,19791009,    1,    0,
449,19791010,   49,    0,
449,19791011,    3,    0,
449,19791012,   51,    0,
449,19791013,   21,    0,
449,19791014,  187,    0,
449,19791015,   27,    0,
449,19791016,   41,    0,
449,19791017,   12,    0,
449,19791018,   37,    0,
449,19791019,    1,    0,
449,19791020,    0,    0,
449,19791021,    0,    0,
449,19791022,    0,    0,
449,19791023,    0,    0,
449,19791024,    0,    0,
449,19791025,    2,    0,
449,19791026,    0,    0,
449,19791027,    0,    0,
449,19791028,    0,    0,
449,19791029,    0,    0,
449,19791030,   30,    0,
449,19791031,   29,    0,
449,19791101,   42,    0,
449,19791102,    4,    0,
449,19791103,    0,    0,
449,19791104,   20,    0,
449,19791105,  187,    0,
449,19791106,   52,    0,
449,19791107,    8,    0,
449,19791108,  123,    0,
449,19791109,   25,    0,
449,19791110,   81,    0,
449,19791111,   34,    0,
449,19791112,   62,    0,
449,19791113,   44,    0,
449,19791114,    1,    0,
449,19791115,   39,    0,
449,19791116,    1,    0,
449,19791117,    0,    0,
449,19791118,   30,    0,
449,19791119,   18,    0,
449,19791120,  107,    0,
449,19791121,    1,    0,
449,19791122,    0,    0,
449,19791123,    0,    0,
449,19791124,   15,    0,
449,19791125,    1,    0,
449,19791126,    0,    0,
449,19791127,   20,    0,
449,19791128,    2,    0,
449,19791129,    0,    0,
449,19791130,    0,    0,
449,19791201,   39,    0,
449,19791202,    1,    0,
449,19791203,    0,    0,
449,19791204,    0,    0,
449,19791205,    0,    0,
449,19791206,   46,    0,
449,19791207,    1,    0,
449,19791208,   82,    0,
449,19791209,   25,    0,
449,19791210,  107,    0,
449,19791211,   67,    0,
449,19791212,   64,    0,
449,19791213,   44,    0,
449,19791214,  116,    0,
449,19791215,   55,    0,
449,19791216,   58,    0,
449,19791217,    2,    0,
449,19791218,    7,    0,
449,19791219,    9,    0,
449,19791220,   26,    0,
449,19791221,   45,    0,
449,19791222,    0,    0,
449,19791223,    4,    0,
449,19791224,   45,    0,
449,19791225,   41,    0,
449,19791226,    4,    0,
449,19791227,    1,    0,
449,19791228,  160,    0,
449,19791229,  109,    0,
449,19791230,   39,    0,
449,19791231,   75,    0,
449,19800101,   31,  997,
449,19800102,   46,  997,
449,19800103,   19,  997,
449,19800104,   93,    2,
449,19800105,   45,    0,
449,19800106,   63,    0,
449,19800107,   88,    0,
449,19800108,    1,    0,
449,19800109,    0,    0,
449,19800110,    0,    0,
449,19800111,    0,    0,
449,19800112,    0,    0,
449,19800113,    0,    0,
449,19800114,    0,    0,
449,19800115,    0,    0,
449,19800116,    0,    0,
449,19800117,    0,    0,
449,19800118,    0,    0,
449,19800119,    0,    0,
449,19800120,    0,    0,
449,19800121,    1,    0,
449,19800122,   59,    0,
449,19800123,    5,    0,
449,19800124,    8,    0,
449,19800125,    8,    0,
449,19800126,    2,    0,
449,19800127,   10,    0,
449,19800128,    1,    0,
449,19800129,   42,    2,
449,19800130,    6,    0,
449,19800131,   41,    0,
449,19800201,  198,    0,
449,19800202,   26,    0,
449,19800203,   85,    0,
449,19800204,   96,    0,
449,19800205,  104,    0,
449,19800206,   47,    0,
449,19800207,   42,    0,
449,19800208,    1,    0,
449,19800209,    2,    0,
449,19800210,   12,    0,
449,19800211,    3,    0,
449,19800212,    2,    0,
449,19800213,    0,    0,
449,19800214,    0,    0,
449,19800215,    0,    0,
449,19800216,   44,    0,
449,19800217,    0,    0,
449,19800218,    0,    0,
449,19800219,    0,    0,
449,19800220,    0,    0,
449,19800221,    0,    0,
449,19800222,    0,    0,
449,19800223,   59,    0,
449,19800224,    4,    0,
449,19800225,    0,    0,
449,19800226,    1,    0,
449,19800227,    0,    0,
449,19800228,    0,    0,
449,19800229,    0,    0,
449,19800301,    0,    0,
449,19800302,    0,    0,
449,19800303,    0,    0,
449,19800304,   13,    0,
449,19800305,    0,    0,
449,19800306,    6,    0,
449,19800307,   82,    0,
449,19800308,   63,    0,
449,19800309,    1,    0,
449,19800310,    1,    0,
449,19800311,   46,    0,
449,19800312,    2,    0,
449,19800313,  151,    0,
449,19800314,   93,    0,
449,19800315,    0,    0,
449,19800316,    1,    0,
449,19800317,    0,    0,
449,19800318,    0,    0,
449,19800319,    0,    0,
449,19800320,    0,    0,
449,19800321,    0,    0,
449,19800322,    6,    0,
449,19800323,   11,    0,
449,19800324,    0,    0,
449,19800325,    0,    0,
449,19800326,    3,    0,
449,19800327,   41,    0,
449,19800328,   94,    0,
449,19800329,  109,    0,
449,19800330,   17,    0,
449,19800331,    0,    0,
449,19800401,   82,    0,
449,19800402,  159,    0,
449,19800403,   10,    0,
449,19800404,    2,    0,
449,19800405,    0,    0,
449,19800406,    0,    0,
449,19800407,    0,    0,
449,19800408,    0,    0,
449,19800409,   25,    0,
449,19800410,   12,    0,
449,19800411,    0,    0,
449,19800412,    0,    0,
449,19800413,    0,    0,
449,19800414,    0,    0,
449,19800415,    0,    0,
449,19800416,    0,    0,
449,19800417,    0,    0,
449,19800418,    0,    0,
449,19800419,    4,    0,
449,19800420,   54,    0,
449,19800421,   28,    0,
449,19800422,    3,    0,
449,19800423,    0,    0,
449,19800424,    0,    0,
449,19800425,    0,    0,
449,19800426,   31,    0,
449,19800427,    2,    0,
449,19800428,    0,    0,
449,19800429,    2,    0,
449,19800430,    2,    0,
449,19800501,    0,    0,
449,19800502,    0,    0,
449,19800503,    0,    0,
449,19800504,    0,    0,
449,19800505,    0,    0,
449,19800506,    0,    0,
449,19800507,    1,    0,
449,19800508,    0,    0,
449,19800509,    0,    0,
449,19800510,    0,    0,
449,19800511,    0,    0,
449,19800512,    0,    0,
449,19800513,    0,    0,
449,19800514,    0,    0,
449,19800515,    0,    0,
449,19800516,    0,    0,
449,19800517,    0,    0,
449,19800518,    0,    0,
449,19800519,    0,    0,
449,19800520,    0,    0,
449,19800521,    0,    0,
449,19800522,    0,    0,
449,19800523,    0,    0,
449,19800524,   13,    0,
449,19800525,    5,    0,
449,19800526,    1,    0,
449,19800527,    0,    0,
449,19800528,    0,    0,
449,19800529,    0,    0,
449,19800530,   55,    0,
449,19800531,    0,    0,
449,19800601,  118,    0,
449,19800602,    6,    0,
449,19800603,   24,    0,
449,19800604,    0,    0,
449,19800605,    0,    0,
449,19800606,    0,    0,
449,19800607,    0,    0,
449,19800608,    0,    0,
449,19800609,    0,    0,
449,19800610,    0,    0,
449,19800611,    0,    0,
449,19800612,   48,    0,
449,19800613,    4,    0,
449,19800614,    0,    0,
449,19800615,    0,    0,
449,19800616,    7,    0,
449,19800617,   41,    0,
449,19800618,   81,    0,
449,19800619,    0,    0,
449,19800620,   70,    0,
449,19800621,    6,    0,
449,19800622,    4,    0,
449,19800623,   14,    0,
449,19800624,   34,    0,
449,19800625,   80,    0,
449,19800626,   21,    0,
449,19800627,    4,    0,
449,19800628,   18,    0,
449,19800629,  117,    0,
449,19800630,    3,    0,
449,19800701,  222,    0,
449,19800702,   71,    0,
449,19800703,    0,    0,
449,19800704,    0,    0,
449,19800705,    0,    0,
449,19800706,    0,    0,
449,19800707,  144,    0,
449,19800708,  127,    0,
449,19800709,   90,    0,
449,19800710,   73,    0,
449,19800711,    7,    0,
449,19800712,   41,    0,
449,19800713,   66,    0,
449,19800714,  165,    0,
449,19800715,   18,    0,
449,19800716,    9,    0,
449,19800717,    2,    0,
449,19800718,   32,    0,
449,19800719,   41,    0,
449,19800720,  142,    0,
449,19800721,  104,    0,
449,19800722,    0,    0,
449,19800723,    0,    0,
449,19800724,    0,    0,
449,19800725,    0,    0,
449,19800726,    0,    0,
449,19800727,    0,    0,
449,19800728,    0,    0,
449,19800729,    0,    0,
449,19800730,   18,    0,
449,19800731,    0,    0,
449,19800801,    0,    0,
449,19800802,    0,    0,
449,19800803,    0,    0,
449,19800804,    0,    0,
449,19800805,    9,    0,
449,19800806,    0,    0,
449,19800807,    0,    0,
449,19800808,   14,    0,
449,19800809,    0,    0,
449,19800810,    0,    0,
449,19800811,    0,    0,
449,19800812,  126,    0,
449,19800813,   16,    0,
449,19800814,   47,    0,
449,19800815,    0,    0,
449,19800816,    1,    0,
449,19800817,    0,    0,
449,19800818,    3,    0,
449,19800819,    0,    0,
449,19800820,    0,    0,
449,19800821,   20,    0,
449,19800822,    0,    0,
449,19800823,   12,    0,
449,19800824,   31,    0,
449,19800825,   15,    0,
449,19800826,    1,    0,
449,19800827,    0,    0,
449,19800828,    0,    0,
449,19800829,    4,    0,
449,19800830,   80,    0,
449,19800831,  114,    0,
449,19800901,    1,    0,
449,19800902,    0,    0,
449,19800903,    0,    0,
449,19800904,    0,    0,
449,19800905,    0,    0,
449,19800906,    6,    0,
449,19800907,    0,    0,
449,19800908,    0,    0,
449,19800909,    4,    0,
449,19800910,   35,    0,
449,19800911,   50,    0,
449,19800912,   18,    0,
449,19800913,   10,    0,
449,19800914,   78,    0,
449,19800915,    6,    0,
449,19800916,    0,    0,
449,19800917,   13,    0,
449,19800918,    0,    0,
449,19800919,    0,    0,
449,19800920,   12,    0,
449,19800921,    0,    0,
449,19800922,    0,    0,
449,19800923,  267,    0,
449,19800924,    9,    0,
449,19800925,   20,    0,
449,19800926,    1,    0,
449,19800927,    0,    0,
449,19800928,    0,    0,
449,19800929,    0,    0,
449,19800930,    6,    0,
449,19801001,    0,    0,
449,19801002,   25,    0,
449,19801003,    1,    0,
449,19801004,    0,    0,
449,19801005,    5,    0,
449,19801006,   20,    0,
449,19801007,  206,    0,
449,19801008,  143,    0,
449,19801009,   78,    0,
449,19801010,    3,    0,
449,19801011,    0,    0,
449,19801012,    6,    0,
449,19801013,    4,    0,
449,19801014,    1,    0,
449,19801015,    0,    0,
449,19801016,    4,    0,
449,19801017,   36,    0,
449,19801018,   33,    0,
449,19801019,   63,    0,
449,19801020,  136,    0,
449,19801021,    2,    0,
449,19801022,    1,    0,
449,19801023,   27,    0,
449,19801024,   28,    0,
449,19801025,   66,    0,
449,19801026,    4,    0,
449,19801027,   37,    0,
449,19801028,    1,    0,
449,19801029,  120,    0,
449,19801030,    7,    0,
449,19801031,    8,    0,
449,19801101,    0,    0,
449,19801102,    0,    0,
449,19801103,    0,    0,
449,19801104,    2,    0,
449,19801105,    0,    0,
449,19801106,    0,    0,
449,19801107,   33,    2,
449,19801108,    5,    0,
449,19801109,    4,    0,
449,19801110,    0,    0,
449,19801111,   70,    0,
449,19801112,   97,    0,
449,19801113,   40,    0,
449,19801114,   14,    0,
449,19801115,   60,    0,
449,19801116,  105,    0,
449,19801117,   10,    0,
449,19801118,   24,    0,
449,19801119,    4,    0,
449,19801120,   22,    0,
449,19801121,    0,    0,
449,19801122,    9,    0,
449,19801123,   59,    0,
449,19801124,    8,    0,
449,19801125,    1,    0,
449,19801126,   11,    0,
449,19801127,    3,    0,
449,19801128,  107,    0,
449,19801129,  118,    0,
449,19801130,    3,    0,
449,19801201,    0,    0,
449,19801202,   42,    0,
449,19801203,   65,    0,
449,19801204,   68,    0,
449,19801205,   54,    0,
449,19801206,   93,    0,
449,19801207,   32,    2,
449,19801208,    0,    2,
449,19801209,    3,    2,
449,19801210,    0,  997,
449,19801211,    1,    0,
449,19801212,   30,    0,
449,19801213,   12,    0,
449,19801214,    1,    0,
449,19801215,   49,    0,
449,19801216,   37,    0,
449,19801217,    3,    0,
449,19801218,  189,    0,
449,19801219,   39,    0,
449,19801220,   46,    4,
449,19801221,   85,    0,
449,19801222,    3,    0,
449,19801223,   12,    0,
449,19801224,    0,    0,
449,19801225,   31,    0,
449,19801226,    3,    0,
449,19801227,   14,    0,
449,19801228,    0,    0,
449,19801229,   13,    0,
449,19801230,    0,    0,
449,19801231,    0,    0,
449,19810101,   13,    0,
449,19810102,   23,    0,
449,19810103,  143,    0,
449,19810104,   27,    0,
449,19810105,   56,    0,
449,19810106,   99,    0,
449,19810107,   22,    1,
449,19810108,    4,  997,
449,19810109,    4,    0,
449,19810110,   87,    0,
449,19810111,    0,    0,
449,19810112,    0,    0,
449,19810113,  139,    1,
449,19810114,   65,    2,
449,19810115,  161,    0,
449,19810116,   86,    4,
449,19810117,   52,    0,
449,19810118,   19,    0,
449,19810119,   19,    0,
449,19810120,   20,    0,
449,19810121,    1,    0,
449,19810122,   33,    0,
449,19810123,    2,    0,
449,19810124,    0,    0,
449,19810125,    3,    0,
449,19810126,    0,    0,
449,19810127,   66,    0,
449,19810128,    6,    0,
449,19810129,    3,    0,
449,19810130,    0,    0,
449,19810131,    0,    0,
449,19810201,    0,    0,
449,19810202,    1,    0,
449,19810203,   86,    0,
449,19810204,   21,    0,
449,19810205,   44,    0,
449,19810206,   10,    0,
449,19810207,    4,    0,
449,19810208,    3,    0,
449,19810209,    7,    0,
449,19810210,    8,    0,
449,19810211,   38,    1,
449,19810212,   15,    0,
449,19810213,    0,    0,
449,19810214,    1,    0,
449,19810215,    0,    0,
449,19810216,    0,    0,
449,19810217,    0,    0,
449,19810218,    0,    0,
449,19810219,    6,    0,
449,19810220,    0,    0,
449,19810221,    0,    0,
449,19810222,    0,    0,
449,19810223,    0,    0,
449,19810224,    0,    0,
449,19810225,    6,    1,
449,19810226,    0,    0,
449,19810227,    0,    0,
449,19810228,    0,    0,
449,19810301,   97,  997,
449,19810302,   35,    0,
449,19810303,   36,    0,
449,19810304,   16,    0,
449,19810305,    3,    0,
449,19810306,   12,    0,
449,19810307,   15,    0,
449,19810308,   53,    0,
449,19810309,   70,    0,
449,19810310,  287,    0,
449,19810311,  262,    0,
449,19810312,   80,    0,
449,19810313,   10,    0,
449,19810314,   43,    0,
449,19810315,   76,    0,
449,19810316,   52,    0,
449,19810317,    4,    0,
449,19810318,   16,    0,
449,19810319,    3,    0,
449,19810320,    0,    0,
449,19810321,    5,    0,
449,19810322,    1,    0,
449,19810323,   23,    0,
449,19810324,   68,    0,
449,19810325,   99,    0,
449,19810326,    1,    0,
449,19810327,   14,    0,
449,19810328,    1,    0,
449,19810329,    5,    0,
449,19810330,    4,    0,
449,19810331,    3,    0,
449,19810401,    0,    0,
449,19810402,    0,    0,
449,19810403,    0,    0,
449,19810404,    0,    0,
449,19810405,    2,    0,
449,19810406,    0,    0,
449,19810407,    1,    0,
449,19810408,    0,    0,
449,19810409,    0,    0,
449,19810410,    0,    0,
449,19810411,    0,    0,
449,19810412,    3,    0,
449,19810413,    0,    0,
449,19810414,    0,    0,
449,19810415,    0,    0,
449,19810416,    0,    0,
449,19810417,    0,    0,
449,19810418,    0,    0,
449,19810419,    0,    0,
449,19810420,   12,    0,
449,19810421,    0,    0,
449,19810422,    0,    0,
449,19810423,   23,    0,
449,19810424,    0,    0,
449,19810425,    0,    0,
449,19810426,   18,    0,
449,19810427,   26,    0,
449,19810428,    0,    0,
449,19810429,   23,    0,
449,19810430,    3,    0,
449,19810501,   79,    0,
449,19810502,    5,    0,
449,19810503,    1,    0,
449,19810504,  144,    0,
449,19810505,   57,    0,
449,19810506,   19,    0,
449,19810507,    1,    0,
449,19810508,    0,    0,
449,19810509,   97,    0,
449,19810510,    0,    0,
449,19810511,    0,    0,
449,19810512,    0,    0,
449,19810513,    0,    0,
449,19810514,    0,    0,
449,19810515,    0,    0,
449,19810516,   25,    0,
449,19810517,   36,    0,
449,19810518,    7,    0,
449,19810519,   33,    0,
449,19810520,   14,    0,
449,19810521,    0,    0,
449,19810522,  231,    0,
449,19810523,   48,    0,
449,19810524,  136,    0,
449,19810525,   62,    0,
449,19810526,   44,    0,
449,19810527,   49,    0,
449,19810528,    8,    0,
449,19810529,   14,    0,
449,19810530,    0,    0,
449,19810531,    2,    0,
449,19810601,   70,    0,
449,19810602,    1,    0,
449,19810603,   29,    0,
449,19810604,    0,    0,
449,19810605,   15,    0,
449,19810606,   73,    0,
449,19810607,    0,    0,
449,19810608,   25,    0,
449,19810609,   14,    0,
449,19810610,    0,    0,
449,19810611,   43,    0,
449,19810612,   73,    0,
449,19810613,    0,    0,
449,19810614,    0,    0,
449,19810615,    0,    0,
449,19810616,    1,    0,
449,19810617,   25,    0,
449,19810618,    8,    0,
449,19810619,    4,    0,
449,19810620,    3,    0,
449,19810621,    8,    0,
449,19810622,    0,    0,
449,19810623,    0,    0,
449,19810624,    0,    0,
449,19810625,    0,    0,
449,19810626,   17,    0,
449,19810627,   87,    0,
449,19810628,   41,    0,
449,19810629,  271,    0,
449,19810630,    7,    0,
449,19810701,    5,    0,
449,19810702,    0,    0,
449,19810703,   40,    0,
449,19810704,    0,    0,
449,19810705,   10,    0,
449,19810706,    0,    0,
449,19810707,    0,    0,
449,19810708,    0,    0,
449,19810709,    0,    0,
449,19810710,    0,    0,
449,19810711,    2,    0,
449,19810712,    0,    0,
449,19810713,    0,    0,
449,19810714,    0,    0,
449,19810715,    0,    0,
449,19810716,    0,    0,
449,19810717,   24,    0,
449,19810718,   63,    0,
449,19810719,   22,    0,
449,19810720,    0,    0,
449,19810721,   36,    0,
449,19810722,   30,    0,
449,19810723,   22,    0,
449,19810724,   33,    0,
449,19810725,  259,    0,
449,19810726,    4,    0,
449,19810727,    6,    0,
449,19810728,    0,    0,
449,19810729,    0,    0,
449,19810730,    0,    0,
449,19810731,    0,    0,
449,19810801,  119,    0,
449,19810802,    3,    0,
449,19810803,    0,    0,
449,19810804,    0,    0,
449,19810805,    0,    0,
449,19810806,    0,    0,
449,19810807,    0,    0,
449,19810808,    0,    0,
449,19810809,    0,    0,
449,19810810,    5,    0,
449,19810811,    0,    0,
449,19810812,    0,    0,
449,19810813,    0,    0,
449,19810814,    0,    0,
449,19810815,    0,    0,
449,19810816,    0,    0,
449,19810817,    0,    0,
449,19810818,    0,    0,
449,19810819,    8,    0,
449,19810820,  142,    0,
449,19810821,   49,    0,
449,19810822,   32,    0,
449,19810823,    0,    0,
449,19810824,    0,    0,
449,19810825,    0,    0,
449,19810826,    0,    0,
449,19810827,    0,    0,
449,19810828,    0,    0,
449,19810829,    0,    0,
449,19810830,    0,    0,
449,19810831,    0,    0,
449,19810901,    0,    0,
449,19810902,    0,    0,
449,19810903,    0,    0,
449,19810904,    0,    0,
449,19810905,    0,    0,
449,19810906,    0,    0,
449,19810907,    0,    0,
449,19810908,    0,    0,
449,19810909,    4,    0,
449,19810910,    1,    0,
449,19810911,   41,    0,
449,19810912,    8,    0,
449,19810913,  152,    0,
449,19810914,    7,    0,
449,19810915,    8,    0,
449,19810916,   78,    0,
449,19810917,    1,    0,
449,19810918,    0,    0,
449,19810919,   66,    0,
449,19810920,  121,    0,
449,19810921,   40,    0,
449,19810922,    2,    0,
449,19810923,    0,    0,
449,19810924,    0,    0,
449,19810925,    5,    0,
449,19810926,   42,    0,
449,19810927,    6,    0,
449,19810928,    3,    0,
449,19810929,    0,    0,
449,19810930,    0,    0,
449,19811001,    0,    0,
449,19811002,    0,    0,
449,19811003,   68,    0,
449,19811004,   74,    0,
449,19811005,  232,    0,
449,19811006,    2,    0,
449,19811007,  131,    0,
449,19811008,   16,    0,
449,19811009,   12,    0,
449,19811010,   74,    0,
449,19811011,  165,    0,
449,19811012,   13,    0,
449,19811013,   82,    0,
449,19811014,   46,    0,
449,19811015,    1,    0,
449,19811016,    0,    0,
449,19811017,    0,    0,
449,19811018,  134,    0,
449,19811019,    3,    0,
449,19811020,  134,    0,
449,19811021,  272,    0,
449,19811022,  268,    0,
449,19811023,   93,    0,
449,19811024,    5,    0,
449,19811025,   24,    0,
449,19811026,   31,    0,
449,19811027,    2,    0,
449,19811028,   42,    0,
449,19811029,   81,    0,
449,19811030,   32,    0,
449,19811031,   25,    0,
449,19811101,    1,    0,
449,19811102,    3,    0,
449,19811103,    2,    0,
449,19811104,   21,    0,
449,19811105,   15,    0,
449,19811106,    0,    0,
449,19811107,   12,    0,
449,19811108,    0,    0,
449,19811109,    0,    0,
449,19811110,    5,    0,
449,19811111,   54,    0,
449,19811112,   39,    0,
449,19811113,   18,    0,
449,19811114,   28,    0,
449,19811115,    0,    0,
449,19811116,    1,    0,
449,19811117,   16,    0,
449,19811118,   58,    0,
449,19811119,   91,    0,
449,19811120,   25,    0,
449,19811121,    1,    0,
449,19811122,    5,    0,
449,19811123,    0,    0,
449,19811124,   32,    0,
449,19811125,    2,    0,
449,19811126,    4,    0,
449,19811127,   26,    0,
449,19811128,   40,    0,
449,19811129,   81,    0,
449,19811130,  112,    0,
449,19811201,  128,    0,
449,19811202,    6,    0,
449,19811203,    3,    0,
449,19811204,   57,    0,
449,19811205,  136,    0,
449,19811206,  115,    0,
449,19811207,   45,    0,
449,19811208,   52,    0,
449,19811209,   72,    1,
449,19811210,   38,    2,
449,19811211,    8,    1,
449,19811212,   67,    4,
449,19811213,    0,    4,
449,19811214,   95,   15,
449,19811215,    7,    4,
449,19811216,    0,    4,
449,19811217,    2,    4,
449,19811218,    0,    4,
449,19811219,    6,    4,
449,19811220,    0,    4,
449,19811221,    0,    4,
449,19811222,   31,    8,
449,19811223,   11,    8,
449,19811224,    1,    8,
449,19811225,   18,    8,
449,19811226,    8,    8,
449,19811227,    0,    8,
449,19811228,    0,    4,
449,19811229,   36,    2,
449,19811230,   49,    2,
449,19811231,   60,    0,
449,19820101,   12,    0,
449,19820102,   15,    0,
449,19820103,   60,    0,
449,19820104,   17,    0,
449,19820105,   10,    0,
449,19820106,  121,    0,
449,19820107,    8,    1,
449,19820108,    0,    1,
449,19820109,    7,    2,
449,19820110,    0,    2,
449,19820111,    0,    2,
449,19820112,    0,    2,
449,19820113,    1,  997,
449,19820114,    0,  997,
449,19820115,    0,  997,
449,19820116,    0,  997,
449,19820117,    0,  997,
449,19820118,    0,  997,
449,19820119,    0,    0,
449,19820120,    0,    0,
449,19820121,   14,    0,
449,19820122,   18,    0,
449,19820123,    0,    0,
449,19820124,    0,    0,
449,19820125,   13,    0,
449,19820126,   38,    0,
449,19820127,  119,    0,
449,19820128,    2,    0,
449,19820129,    7,    0,
449,19820130,   23,    0,
449,19820131,    9,    0,
449,19820201,    0,    0,
449,19820202,    0,    0,
449,19820203,    0,    0,
449,19820204,    0,    0,
449,19820205,    0,    0,
449,19820206,   47,    0,
449,19820207,   28,    0,
449,19820208,   44,    0,
449,19820209,    1,    0,
449,19820210,    0,    0,
449,19820211,    0,    0,
449,19820212,   27,    0,
449,19820213,    0,    0,
449,19820214,   17,    0,
449,19820215,    2,    0,
449,19820216,    0,    0,
449,19820217,    0,    0,
449,19820218,    0,    0,
449,19820219,    0,    0,
449,19820220,    0,    0,
449,19820221,    0,    0,
449,19820222,    0,    0,
449,19820223,    0,    0,
449,19820224,    0,    0,
449,19820225,    0,    0,
449,19820226,    0,    0,
449,19820227,    0,    0,
449,19820228,    7,    0,
449,19820301,   20,    0,
449,19820302,   19,    0,
449,19820303,   84,    0,
449,19820304,   19,    0,
449,19820305,   27,    0,
449,19820306,    3,    0,
449,19820307,    0,    0,
449,19820308,    0,    0,
449,19820309,    0,    0,
449,19820310,   64,    0,
449,19820311,   97,    0,
449,19820312,    7,    0,
449,19820313,   51,    0,
449,19820314,    1,    0,
449,19820315,    0,    0,
449,19820316,   47,    0,
449,19820317,   35,    0,
449,19820318,    5,    0,
449,19820319,   10,    0,
449,19820320,   93,    0,
449,19820321,    0,    0,
449,19820322,   17,    0,
449,19820323,    1,    0,
449,19820324,    0,    0,
449,19820325,    2,    0,
449,19820326,    0,    0,
449,19820327,    0,    0,
449,19820328,    0,    0,
449,19820329,    0,    0,
449,19820330,   52,    0,
449,19820331,    1,    0,
449,19820401,    0,    0,
449,19820402,    0,    0,
449,19820403,    8,    0,
449,19820404,    0,    0,
449,19820405,    0,    0,
449,19820406,    0,    0,
449,19820407,   45,    0,
449,19820408,   46,    0,
449,19820409,   12,    0,
449,19820410,   16,    0,
449,19820411,    1,    0,
449,19820412,    2,    0,
449,19820413,   17,    0,
449,19820414,    0,    0,
449,19820415,    0,    0,
449,19820416,    0,    0,
449,19820417,    0,    0,
449,19820418,    0,    0,
449,19820419,    0,    0,
449,19820420,    0,    0,
449,19820421,    0,    0,
449,19820422,    0,    0,
449,19820423,    0,    0,
449,19820424,    0,    0,
449,19820425,    0,    0,
449,19820426,    0,    0,
449,19820427,    0,    0,
449,19820428,    0,    0,
449,19820429,    0,    0,
449,19820430,   11,    0,
449,19820501,   21,    0,
449,19820502,   55,    0,
449,19820503,   30,    0,
449,19820504,    0,    0,
449,19820505,    0,    0,
449,19820506,   17,    0,
449,19820507,   33,    0,
449,19820508,    5,    0,
449,19820509,    0,    0,
449,19820510,    0,    0,
449,19820511,    0,    0,
449,19820512,    0,    0,
449,19820513,    0,    0,
449,19820514,    0,    0,
449,19820515,    0,    0,
449,19820516,    0,    0,
449,19820517,    0,    0,
449,19820518,    2,    0,
449,19820519,    4,    0,
449,19820520,   13,    0,
449,19820521,   93,    0,
449,19820522,   17,    0,
449,19820523,   19,    0,
449,19820524,   36,    0,
449,19820525,    0,    0,
449,19820526,    0,    0,
449,19820527,    2,    0,
449,19820528,   24,    0,
449,19820529,    0,    0,
449,19820530,    0,    0,
449,19820531,    0,    0,
449,19820601,    0,    0,
449,19820602,    0,    0,
449,19820603,    0,    0,
449,19820604,    0,    0,
449,19820605,   16,    0,
449,19820606,    0,    0,
449,19820607,    0,    0,
449,19820608,    0,    0,
449,19820609,    0,    0,
449,19820610,    0,    0,
449,19820611,   12,    0,
449,19820612,    0,    0,
449,19820613,   68,    0,
449,19820614,    4,    0,
449,19820615,    0,    0,
449,19820616,   41,    0,
449,19820617,    0,    0,
449,19820618,    0,    0,
449,19820619,   84,    0,
449,19820620,   11,    0,
449,19820621,    0,    0,
449,19820622,    9,    0,
449,19820623,  372,    0,
449,19820624,  126,    0,
449,19820625,    1,    0,
449,19820626,    0,    0,
449,19820627,   23,    0,
449,19820628,   50,    0,
449,19820629,    1,    0,
449,19820630,    0,    0,
449,19820701,    0,    0,
449,19820702,   11,    0,
449,19820703,    2,    0,
449,19820704,    8,    0,
449,19820705,    0,    0,
