DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE

STN      = stationsnummer/stationnumber
YYYYMMDD = datum/date (YYYY=jaar/year MM=maand/month DD=dag/day)
RD       = 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag/
           daily precipitation amount in 0.1 mm over the period 08.00 preceding day - 08.00 UTC present day
SX       = codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC:

           codecijfer/code    sneeuwdikte/snow cover
           1                                    1 cm
           ...                                   ...
           996                                996 cm

           997 gebroken sneeuwdek/broken snow cover < 1 cm
           998 gebroken sneeuwdek/broken snow cover >=1 cm
           999 sneeuwhopen/snow dunes

5 spaties betekent een ontbrekende waarde/5 spaces represents a missing value

STN,YYYYMMDD,   RD,   SX,
449,19620406,   43,    0,
449,19620407,   26,    0,
449,19620408,  146,    0,
449,19620409,   52,    0,
449,19620410,   23,    0,
449,19620411,   15,    0,
449,19620412,    7,    0,
449,19620413,    0,    0,
449,19620414,    4,    0,
449,19620415,    9,    0,
449,19620416,    0,    0,
449,19620417,   33,    0,
449,19620418,    0,    0,
449,19620419,    0,    0,
449,19620420,    0,    0,
449,19620421,    0,    0,
449,19620422,    0,    0,
449,19620423,    0,    0,
449,19620424,    0,    0,
449,19620425,    0,    0,
449,19620426,    0,    0,
449,19620427,    0,    0,
449,19620428,    0,    0,
449,19620429,    0,    0,
449,19620430,    0,    0,
449,19620501,    0,    0,
449,19620502,    3,    0,
449,19620503,    0,    0,
449,19620504,    0,    0,
449,19620505,    0,    0,
449,19620506,    2,    0,
449,19620507,   31,    0,
449,19620508,    1,    0,
449,19620509,    5,    0,
449,19620510,    0,    0,
449,19620511,    0,    0,
449,19620512,    0,    0,
449,19620513,   28,    0,
449,19620514,    4,    0,
449,19620515,   60,    0,
449,19620516,    1,    0,
449,19620517,   24,    0,
449,19620518,    2,    0,
449,19620519,    0,    0,
449,19620520,    8,    0,
449,19620521,   14,    0,
449,19620522,   38,    0,
449,19620523,   22,    0,
449,19620524,    0,    0,
449,19620525,   55,    0,
449,19620526,   29,    0,
449,19620527,   43,    0,
449,19620528,   27,    0,
449,19620529,   32,    0,
449,19620530,    0,    0,
449,19620531,    0,    0,
449,19620601,    3,    0,
449,19620602,    3,    0,
449,19620603,    0,    0,
449,19620604,    0,    0,
449,19620605,    0,    0,
449,19620606,    0,    0,
449,19620607,    0,    0,
449,19620608,    0,    0,
449,19620609,    0,    0,
449,19620610,    0,    0,
449,19620611,    2,    0,
449,19620612,    0,    0,
449,19620613,    0,    0,
449,19620614,    0,    0,
449,19620615,    0,    0,
449,19620616,    0,    0,
449,19620617,    0,    0,
449,19620618,    0,    0,
449,19620619,    1,    0,
449,19620620,    2,    0,
449,19620621,   61,    0,
449,19620622,    0,    0,
449,19620623,    0,    0,
449,19620624,    0,    0,
449,19620625,    0,    0,
449,19620626,   23,    0,
449,19620627,   29,    0,
449,19620628,    6,    0,
449,19620629,    3,    0,
449,19620630,    0,    0,
449,19620701,    0,    0,
449,19620702,    0,    0,
449,19620703,    0,    0,
449,19620704,   25,    0,
449,19620705,   38,    0,
449,19620706,    8,    0,
449,19620707,    2,    0,
449,19620708,    0,    0,
449,19620709,    0,    0,
449,19620710,    0,    0,
449,19620711,   78,    0,
449,19620712,   18,    0,
449,19620713,    3,    0,
449,19620714,    0,    0,
449,19620715,  142,    0,
449,19620716,   71,    0,
449,19620717,    0,    0,
449,19620718,    0,    0,
449,19620719,    0,    0,
449,19620720,   32,    0,
449,19620721,  163,    0,
449,19620722,    0,    0,
449,19620723,    0,    0,
449,19620724,    0,    0,
449,19620725,    0,    0,
449,19620726,   65,    0,
449,19620727,  431,    0,
449,19620728,    6,    0,
449,19620729,    0,    0,
449,19620730,    0,    0,
449,19620731,   28,    0,
449,19620801,    3,    0,
449,19620802,    5,    0,
449,19620803,    0,    0,
449,19620804,   38,    0,
449,19620805,    0,    0,
449,19620806,    0,    0,
449,19620807,  155,    0,
449,19620808,   62,    0,
449,19620809,    4,    0,
449,19620810,   23,    0,
449,19620811,    1,    0,
449,19620812,    0,    0,
449,19620813,    2,    0,
449,19620814,    0,    0,
449,19620815,   42,    0,
449,19620816,    3,    0,
449,19620817,   43,    0,
449,19620818,   35,    0,
449,19620819,    0,    0,
449,19620820,    0,    0,
449,19620821,  135,    0,
449,19620822,    1,    0,
449,19620823,    0,    0,
449,19620824,  117,    0,
449,19620825,   14,    0,
449,19620826,    0,    0,
449,19620827,    2,    0,
449,19620828,    8,    0,
449,19620829,    5,    0,
449,19620830,    0,    0,
449,19620831,    0,    0,
449,19620901,    0,    0,
449,19620902,    0,    0,
449,19620903,    0,    0,
449,19620904,    0,    0,
449,19620905,  173,    0,
449,19620906,    2,    0,
449,19620907,  205,    0,
449,19620908,   10,    0,
449,19620909,    0,    0,
449,19620910,    0,    0,
449,19620911,    1,    0,
449,19620912,   62,    0,
449,19620913,    7,    0,
449,19620914,    0,    0,
449,19620915,    0,    0,
449,19620916,    0,    0,
449,19620917,    3,    0,
449,19620918,  278,    0,
449,19620919,  106,    0,
449,19620920,    7,    0,
449,19620921,    2,    0,
449,19620922,   17,    0,
449,19620923,    3,    0,
449,19620924,    1,    0,
449,19620925,    0,    0,
449,19620926,    0,    0,
449,19620927,    4,    0,
449,19620928,    0,    0,
449,19620929,    6,    0,
449,19620930,    0,    0,
449,19621001,   13,    0,
449,19621002,    0,    0,
449,19621003,   24,    0,
449,19621004,   41,    0,
449,19621005,    1,    0,
449,19621006,    2,    0,
449,19621007,    2,    0,
449,19621008,    0,    0,
449,19621009,    0,    0,
449,19621010,    1,    0,
449,19621011,    1,    0,
449,19621012,    0,    0,
449,19621013,    0,    0,
449,19621014,    0,    0,
449,19621015,    5,    0,
449,19621016,    0,    0,
449,19621017,    0,    0,
449,19621018,    0,    0,
449,19621019,    0,    0,
449,19621020,    0,    0,
449,19621021,    0,    0,
449,19621022,    0,    0,
449,19621023,    0,    0,
449,19621024,    0,    0,
449,19621025,    0,    0,
449,19621026,   42,    0,
449,19621027,  241,    0,
449,19621028,   23,    0,
449,19621029,   96,    0,
449,19621030,   72,    0,
449,19621031,   99,    0,
449,19621101,   11,    0,
449,19621102,   36,    0,
449,19621103,   12,    0,
449,19621104,   61,    0,
449,19621105,   15,    0,
449,19621106,    0,    0,
449,19621107,    5,    0,
449,19621108,    0,    0,
449,19621109,    1,    0,
449,19621110,   12,    0,
449,19621111,    1,    0,
449,19621112,    0,    0,
449,19621113,    3,    0,
449,19621114,    0,    0,
449,19621115,   39,    0,
449,19621116,   72,    0,
449,19621117,    3,    0,
449,19621118,    4,    0,
449,19621119,    3,    0,
449,19621120,  107,    0,
449,19621121,   72,  997,
449,19621122,    2,  997,
449,19621123,   32,    2,
449,19621124,   12,    2,
449,19621125,    0,    0,
449,19621126,    0,    0,
449,19621127,    0,    0,
449,19621128,    7,    0,
449,19621129,    1,    0,
449,19621130,    6,    0,
449,19621201,    3,    0,
449,19621202,    0,    0,
449,19621203,    0,    0,
449,19621204,    0,    0,
449,19621205,    2,    0,
449,19621206,    1,    0,
449,19621207,    0,    0,
449,19621208,    0,    0,
449,19621209,   65,    0,
449,19621210,   59,    0,
449,19621211,   58,    0,
449,19621212,  103,    0,
449,19621213,   22,    0,
449,19621214,   12,    0,
449,19621215,  109,    0,
449,19621216,   72,    0,
449,19621217,   54,    0,
449,19621218,   22,    0,
449,19621219,   33,    0,
449,19621220,   56,    0,
449,19621221,   91,    0,
449,19621222,    9,    0,
449,19621223,    0,    0,
449,19621224,    0,    0,
449,19621225,    0,    0,
449,19621226,    0,    0,
449,19621227,   25,    2,
449,19621228,   18,    4,
449,19621229,    7,    4,
449,19621230,    1,    4,
449,19621231,   94,   15,
449,19630101,    0,   15,
449,19630102,    0,   15,
449,19630103,    3,   15,
449,19630104,   79,   15,
449,19630105,   44,   15,
449,19630106,    0,    8,
449,19630107,    0,    8,
449,19630108,    0,    8,
449,19630109,    0,    8,
449,19630110,    0,    8,
449,19630111,    0,    8,
449,19630112,    1,    8,
449,19630113,    2,    8,
449,19630114,   21,    8,
449,19630115,    3,    8,
449,19630116,   32,    8,
449,19630117,    0,    8,
449,19630118,    0,    8,
449,19630119,    1,    8,
449,19630120,    0,    8,
449,19630121,    0,    8,
449,19630122,    0,    8,
449,19630123,    0,    8,
449,19630124,    0,    8,
449,19630125,    0,    8,
449,19630126,    0,    8,
449,19630127,    1,    4,
449,19630128,   23,    4,
449,19630129,    0,    4,
449,19630130,    0,    4,
449,19630131,    0,    4,
449,19630201,   14,    8,
449,19630202,    0,    8,
449,19630203,    1,    8,
449,19630204,    1,    8,
449,19630205,    0,    8,
449,19630206,    0,    8,
449,19630207,    0,    8,
449,19630208,    6,    4,
449,19630209,    1,    2,
449,19630210,    1,    2,
449,19630211,    5,    2,
449,19630212,   58,    8,
449,19630213,   28,    8,
449,19630214,    0,    8,
449,19630215,    0,    8,
449,19630216,    1,    8,
449,19630217,    1,    8,
449,19630218,    6,    8,
449,19630219,    1,    8,
449,19630220,    5,    8,
449,19630221,    0,    8,
449,19630222,    0,    8,
449,19630223,    0,    8,
449,19630224,    0,    8,
449,19630225,    0,    8,
449,19630226,    0,    8,
449,19630227,    0,    4,
449,19630228,    0,    4,
449,19630301,    0,    4,
449,19630302,    0,    4,
449,19630303,    0,    4,
449,19630304,    0,    2,
449,19630305,    0,    2,
449,19630306,    0,    2,
449,19630307,    0,    0,
449,19630308,    1,    0,
449,19630309,    0,    0,
449,19630310,   61,    0,
449,19630311,    0,    0,
449,19630312,  138,    0,
449,19630313,   25,    0,
449,19630314,  117,    0,
449,19630315,    1,    0,
449,19630316,    7,    0,
449,19630317,   54,    0,
449,19630318,   25,    0,
449,19630319,   42,    0,
449,19630320,    2,    0,
449,19630321,    0,    0,
449,19630322,    0,    0,
449,19630323,    1,    0,
449,19630324,    0,    0,
449,19630325,    6,    0,
449,19630326,    3,    0,
449,19630327,    1,    0,
449,19630328,   26,    0,
449,19630329,    0,    0,
449,19630330,   43,    0,
449,19630331,    2,    0,
449,19630401,   13,    0,
449,19630402,    1,    0,
449,19630403,    2,    0,
449,19630404,    1,    0,
449,19630405,    0,    0,
449,19630406,    0,    0,
449,19630407,    0,    0,
449,19630408,    0,    0,
449,19630409,    0,    0,
449,19630410,   31,    0,
449,19630411,    7,    0,
449,19630412,    0,    0,
449,19630413,    0,    0,
449,19630414,    0,    0,
449,19630415,   34,    0,
449,19630416,   83,    0,
449,19630417,   53,    0,
449,19630418,   57,    0,
449,19630419,   11,    0,
449,19630420,    0,    0,
449,19630421,   33,    0,
449,19630422,    0,    0,
449,19630423,    0,    0,
449,19630424,    0,    0,
449,19630425,    0,    0,
449,19630426,    0,    0,
449,19630427,    0,    0,
449,19630428,   11,    0,
449,19630429,    2,    0,
449,19630430,   91,    0,
449,19630501,   16,    0,
449,19630502,  142,    0,
449,19630503,    5,    0,
449,19630504,   52,    0,
449,19630505,    1,    0,
449,19630506,    1,    0,
449,19630507,    1,    0,
449,19630508,    0,    0,
449,19630509,    0,    0,
449,19630510,    7,    0,
449,19630511,   95,    0,
449,19630512,   64,    0,
449,19630513,   33,    0,
449,19630514,   98,    0,
449,19630515,   53,    0,
449,19630516,    1,    0,
449,19630517,    0,    0,
449,19630518,    6,    0,
449,19630519,    0,    0,
449,19630520,    0,    0,
449,19630521,   25,    0,
449,19630522,   74,    0,
449,19630523,   53,    0,
449,19630524,   39,    0,
449,19630525,    0,    0,
449,19630526,    0,    0,
449,19630527,    0,    0,
449,19630528,    0,    0,
449,19630529,    0,    0,
449,19630530,    0,    0,
449,19630531,    0,    0,
449,19630601,    0,    0,
449,19630602,    0,    0,
449,19630603,    0,    0,
449,19630604,    0,    0,
449,19630605,    0,    0,
449,19630606,   11,    0,
449,19630607,    1,    0,
449,19630608,    1,    0,
449,19630609,  133,    0,
449,19630610,    0,    0,
449,19630611,    0,    0,
449,19630612,    0,    0,
449,19630613,    0,    0,
449,19630614,   84,    0,
449,19630615,   41,    0,
449,19630616,    0,    0,
449,19630617,   39,    0,
449,19630618,   35,    0,
449,19630619,   69,    0,
449,19630620,   36,    0,
449,19630621,   58,    0,
449,19630622,   32,    0,
449,19630623,   11,    0,
449,19630624,    3,    0,
449,19630625,    0,    0,
449,19630626,   85,    0,
449,19630627,    1,    0,
449,19630628,   45,    0,
449,19630629,   24,    0,
449,19630630,  109,    0,
449,19630701,   36,    0,
449,19630702,   37,    0,
449,19630703,    0,    0,
449,19630704,    0,    0,
449,19630705,   11,    0,
449,19630706,    0,    0,
449,19630707,  131,    0,
449,19630708,    1,    0,
449,19630709,    0,    0,
449,19630710,    1,    0,
449,19630711,    6,    0,
449,19630712,    0,    0,
449,19630713,    0,    0,
449,19630714,   29,    0,
449,19630715,    0,    0,
449,19630716,   62,    0,
449,19630717,    0,    0,
449,19630718,    0,    0,
449,19630719,    0,    0,
449,19630720,   18,    0,
449,19630721,    0,    0,
449,19630722,    0,    0,
449,19630723,    0,    0,
449,19630724,  232,    0,
449,19630725,   49,    0,
449,19630726,   12,    0,
449,19630727,    0,    0,
449,19630728,    0,    0,
449,19630729,    0,    0,
449,19630730,    0,    0,
449,19630731,    0,    0,
449,19630801,    0,    0,
449,19630802,    0,    0,
449,19630803,    9,    0,
449,19630804,   97,    0,
449,19630805,   59,    0,
449,19630806,    6,    0,
449,19630807,    0,    0,
449,19630808,    7,    0,
449,19630809,   59,    0,
449,19630810,   35,    0,
449,19630811,   77,    0,
449,19630812,    5,    0,
449,19630813,   34,    0,
449,19630814,    1,    0,
449,19630815,   98,    0,
449,19630816,   59,    0,
449,19630817,   39,    0,
449,19630818,   60,    0,
449,19630819,   74,    0,
449,19630820,   50,    0,
449,19630821,  304,    0,
449,19630822,  132,    0,
449,19630823,    4,    0,
449,19630824,    2,    0,
449,19630825,  118,    0,
449,19630826,   88,    0,
449,19630827,    2,    0,
449,19630828,  162,    0,
449,19630829,  199,    0,
449,19630830,    0,    0,
449,19630831,   15,    0,
449,19630901,   97,    0,
449,19630902,   26,    0,
449,19630903,   18,    0,
449,19630904,  184,    0,
449,19630905,  163,    0,
449,19630906,   55,    0,
449,19630907,   31,    0,
449,19630908,    1,    0,
449,19630909,    4,    0,
449,19630910,    1,    0,
449,19630911,    0,    0,
449,19630912,    0,    0,
449,19630913,    1,    0,
449,19630914,    0,    0,
449,19630915,    0,    0,
449,19630916,    1,    0,
449,19630917,    0,    0,
449,19630918,    0,    0,
449,19630919,    0,    0,
449,19630920,    1,    0,
449,19630921,    0,    0,
449,19630922,    0,    0,
449,19630923,    0,    0,
449,19630924,    9,    0,
449,19630925,  136,    0,
449,19630926,   85,    0,
449,19630927,   32,    0,
449,19630928,    2,    0,
449,19630929,   22,    0,
449,19630930,   37,    0,
449,19631001,   17,    0,
449,19631002,   98,    0,
449,19631003,   35,    0,
449,19631004,   69,    0,
449,19631005,   16,    0,
449,19631006,   71,    0,
449,19631007,  111,    0,
449,19631008,    1,    0,
449,19631009,   28,    0,
449,19631010,    0,    0,
449,19631011,    0,    0,
449,19631012,    1,    0,
449,19631013,    0,    0,
449,19631014,    0,    0,
449,19631015,    1,    0,
449,19631016,    0,    0,
449,19631017,   31,    0,
449,19631018,    2,    0,
449,19631019,    0,    0,
449,19631020,    0,    0,
449,19631021,   49,    0,
449,19631022,   26,    0,
449,19631023,    0,    0,
449,19631024,    0,    0,
449,19631025,    0,    0,
449,19631026,    1,    0,
449,19631027,    1,    0,
449,19631028,    2,    0,
449,19631029,    1,    0,
449,19631030,    0,    0,
449,19631031,    0,    0,
449,19631101,    7,    0,
449,19631102,   46,    0,
449,19631103,    1,    0,
449,19631104,    0,    0,
449,19631105,    3,    0,
449,19631106,    2,    0,
449,19631107,    0,    0,
449,19631108,  169,    0,
449,19631109,    2,    0,
449,19631110,   12,    0,
449,19631111,   40,    0,
449,19631112,  116,    0,
449,19631113,    1,    0,
449,19631114,   64,    0,
449,19631115,    0,    0,
449,19631116,  115,    0,
449,19631117,  134,    0,
449,19631118,  122,    0,
449,19631119,  182,    0,
449,19631120,   51,    0,
449,19631121,    4,    0,
449,19631122,   32,    0,
449,19631123,    1,    0,
449,19631124,    0,    0,
449,19631125,    0,    0,
449,19631126,    3,    0,
449,19631127,    0,    0,
449,19631128,    1,    0,
449,19631129,    1,    0,
449,19631130,    0,    0,
449,19631201,    7,    0,
449,19631202,    0,    0,
449,19631203,    0,    0,
449,19631204,    0,    0,
449,19631205,    0,    0,
449,19631206,    0,    0,
449,19631207,    0,    0,
449,19631208,    0,    0,
449,19631209,    0,    0,
449,19631210,    0,    0,
449,19631211,    0,    0,
449,19631212,    0,    0,
449,19631213,    0,    0,
449,19631214,    0,    0,
449,19631215,    0,    0,
449,19631216,    0,    0,
449,19631217,    4,    0,
449,19631218,    7,    0,
449,19631219,   25,    1,
449,19631220,    8,    2,
449,19631221,   29,    2,
449,19631222,    1,    2,
449,19631223,    0,    2,
449,19631224,    0,    2,
449,19631225,    0,    2,
449,19631226,   17,    0,
449,19631227,   95,    0,
449,19631228,    2,    0,
449,19631229,    0,    0,
449,19631230,    3,    0,
449,19631231,    1,    0,
449,19640101,    0,    0,
449,19640102,    0,    0,
449,19640103,    1,    0,
449,19640104,    1,    0,
449,19640105,    1,    0,
449,19640106,    4,    0,
449,19640107,    7,    0,
449,19640108,    0,    0,
449,19640109,    5,    0,
449,19640110,    2,    0,
449,19640111,    8,    1,
449,19640112,   10,    2,
449,19640113,   19,    2,
449,19640114,   21,    4,
449,19640115,   41,  997,
449,19640116,    0,  997,
449,19640117,    0,  997,
449,19640118,    0,  997,
449,19640119,    0,  997,
449,19640120,    0,  997,
449,19640121,    1,  997,
449,19640122,    3,    0,
449,19640123,    1,    0,
449,19640124,    1,    0,
449,19640125,    4,    0,
449,19640126,    0,    0,
449,19640127,    3,    0,
449,19640128,    0,    0,
449,19640129,   48,    0,
449,19640130,   12,    0,
449,19640131,   19,    0,
449,19640201,   31,    0,
449,19640202,    1,    0,
449,19640203,    5,    0,
449,19640204,   37,    0,
449,19640205,    1,    0,
449,19640206,    1,  997,
449,19640207,   12,    0,
449,19640208,    5,    0,
449,19640209,    1,    0,
449,19640210,    7,    0,
449,19640211,    2,    0,
449,19640212,   85,    0,
449,19640213,    7,    0,
449,19640214,    0,    0,
449,19640215,    1,    0,
449,19640216,    0,    0,
449,19640217,    3,    0,
449,19640218,   46,    2,
449,19640219,    0,    2,
449,19640220,    0,    2,
449,19640221,    0,    2,
449,19640222,    0,  997,
449,19640223,    8,    0,
449,19640224,   39,    0,
449,19640225,    9,    0,
449,19640226,    0,    0,
449,19640227,    5,    0,
449,19640228,    0,    0,
449,19640229,    0,    0,
449,19640301,    0,    0,
449,19640302,    4,    0,
449,19640303,    0,    0,
449,19640304,    0,    0,
449,19640305,    0,    0,
449,19640306,    0,    0,
449,19640307,    0,    0,
449,19640308,    0,    0,
449,19640309,    0,    0,
449,19640310,    0,    0,
449,19640311,    0,    0,
449,19640312,    0,    0,
449,19640313,    0,    0,
449,19640314,   39,    0,
449,19640315,   26,    0,
449,19640316,    0,    0,
449,19640317,    0,    0,
449,19640318,    0,    0,
449,19640319,    0,    0,
449,19640320,  121,    0,
449,19640321,    1,    0,
449,19640322,    6,    0,
449,19640323,    5,    0,
449,19640324,    0,    0,
449,19640325,  145,    0,
449,19640326,    1,    0,
449,19640327,   11,    0,
449,19640328,    0,    0,
449,19640329,    0,    0,
449,19640330,   11,    0,
449,19640331,    6,    0,
449,19640401,    3,    0,
449,19640402,    2,    0,
449,19640403,    4,    0,
449,19640404,   62,    0,
449,19640405,    0,    0,
449,19640406,    0,    0,
449,19640407,    0,    0,
449,19640408,    0,    0,
449,19640409,    0,    0,
449,19640410,    0,    0,
449,19640411,    0,    0,
449,19640412,    0,    0,
449,19640413,  108,    0,
449,19640414,   11,    0,
449,19640415,    8,    0,
449,19640416,    0,    0,
449,19640417,    0,    0,
449,19640418,    3,    0,
449,19640419,    2,    0,
449,19640420,   14,    0,
449,19640421,   21,    0,
449,19640422,   35,    0,
449,19640423,   33,    0,
449,19640424,   83,    0,
449,19640425,    7,    0,
449,19640426,    0,    0,
449,19640427,    0,    0,
449,19640428,    1,    0,
449,19640429,  107,    0,
449,19640430,   14,    0,
449,19640501,   22,    0,
449,19640502,    6,    0,
449,19640503,   25,    0,
449,19640504,  106,    0,
449,19640505,    2,    0,
449,19640506,    0,    0,
449,19640507,    8,    0,
449,19640508,   19,    0,
449,19640509,    0,    0,
449,19640510,    8,    0,
449,19640511,    0,    0,
449,19640512,    0,    0,
449,19640513,    0,    0,
449,19640514,   22,    0,
449,19640515,    0,    0,
449,19640516,    0,    0,
449,19640517,    0,    0,
449,19640518,    0,    0,
449,19640519,   11,    0,
449,19640520,   12,    0,
449,19640521,    0,    0,
449,19640522,    0,    0,
449,19640523,    2,    0,
449,19640524,    0,    0,
449,19640525,    0,    0,
449,19640526,    8,    0,
449,19640527,    0,    0,
449,19640528,    0,    0,
449,19640529,    0,    0,
449,19640530,    0,    0,
449,19640531,    0,    0,
449,19640601,  317,    0,
449,19640602,   29,    0,
449,19640603,   29,    0,
449,19640604,    0,    0,
449,19640605,    0,    0,
449,19640606,   29,    0,
449,19640607,   13,    0,
449,19640608,  136,    0,
449,19640609,    0,    0,
449,19640610,    0,    0,
449,19640611,    0,    0,
449,19640612,    0,    0,
449,19640613,    0,    0,
449,19640614,   33,    0,
449,19640615,   11,    0,
449,19640616,    0,    0,
449,19640617,    0,    0,
449,19640618,    2,    0,
449,19640619,  384,    0,
449,19640620,  123,    0,
449,19640621,   18,    0,
449,19640622,  216,    0,
449,19640623,   10,    0,
449,19640624,    8,    0,
449,19640625,    0,    0,
449,19640626,    0,    0,
449,19640627,    0,    0,
449,19640628,    0,    0,
449,19640629,    4,    0,
449,19640630,    0,    0,
449,19640701,    0,    0,
449,19640702,    0,    0,
449,19640703,    0,    0,
449,19640704,    0,    0,
449,19640705,    8,    0,
449,19640706,    1,    0,
449,19640707,    0,    0,
449,19640708,   32,    0,
449,19640709,   41,    0,
449,19640710,    1,    0,
449,19640711,    5,    0,
449,19640712,   75,    0,
449,19640713,   39,    0,
449,19640714,    0,    0,
449,19640715,    0,    0,
449,19640716,    0,    0,
449,19640717,    0,    0,
449,19640718,    0,    0,
449,19640719,  238,    0,
449,19640720,    0,    0,
449,19640721,    0,    0,
449,19640722,  255,    0,
449,19640723,    3,    0,
449,19640724,    0,    0,
449,19640725,    0,    0,
449,19640726,    0,    0,
449,19640727,    0,    0,
449,19640728,    0,    0,
449,19640729,    0,    0,
449,19640730,    0,    0,
449,19640731,    0,    0,
449,19640801,   56,    0,
449,19640802,    4,    0,
449,19640803,    1,    0,
449,19640804,    1,    0,
449,19640805,    0,    0,
449,19640806,    0,    0,
449,19640807,    1,    0,
449,19640808,  184,    0,
449,19640809,  177,    0,
449,19640810,    0,    0,
449,19640811,   71,    0,
449,19640812,    0,    0,
449,19640813,   48,    0,
449,19640814,   21,    0,
449,19640815,   13,    0,
449,19640816,    0,    0,
449,19640817,    1,    0,
449,19640818,    0,    0,
449,19640819,  251,    0,
449,19640820,   71,    0,
449,19640821,    4,    0,
449,19640822,    0,    0,
449,19640823,    0,    0,
449,19640824,    0,    0,
449,19640825,    0,    0,
449,19640826,    0,    0,
449,19640827,    0,    0,
449,19640828,    0,    0,
449,19640829,    0,    0,
449,19640830,   13,    0,
449,19640831,    1,    0,
449,19640901,    0,    0,
449,19640902,    0,    0,
449,19640903,    0,    0,
449,19640904,    0,    0,
449,19640905,    0,    0,
449,19640906,  264,    0,
449,19640907,   51,    0,
449,19640908,    4,    0,
449,19640909,    0,    0,
449,19640910,    0,    0,
449,19640911,    0,    0,
449,19640912,    0,    0,
449,19640913,    0,    0,
449,19640914,    0,    0,
449,19640915,    0,    0,
449,19640916,   32,    0,
449,19640917,  116,    0,
449,19640918,   22,    0,
449,19640919,    0,    0,
449,19640920,    1,    0,
449,19640921,  111,    0,
449,19640922,    2,    0,
449,19640923,    0,    0,
449,19640924,    0,    0,
449,19640925,    0,    0,
449,19640926,    0,    0,
449,19640927,   71,    0,
449,19640928,    1,    0,
449,19640929,    0,    0,
449,19640930,    2,    0,
449,19641001,    0,    0,
449,19641002,    0,    0,
449,19641003,    0,    0,
449,19641004,    0,    0,
449,19641005,    0,    0,
449,19641006,    0,    0,
449,19641007,    1,    0,
449,19641008,  351,    0,
449,19641009,  206,    0,
449,19641010,  102,    0,
449,19641011,   53,    0,
449,19641012,    7,    0,
449,19641013,    6,    0,
449,19641014,   25,    0,
449,19641015,   32,    0,
449,19641016,  251,    0,
449,19641017,  143,    0,
449,19641018,   21,    0,
449,19641019,    0,    0,
449,19641020,    0,    0,
449,19641021,    0,    0,
449,19641022,   55,    0,
449,19641023,  172,    0,
449,19641024,  103,    0,
449,19641025,   32,    0,
449,19641026,    3,    0,
449,19641027,    1,    0,
449,19641028,    0,    0,
449,19641029,    0,    0,
449,19641030,    0,    0,
449,19641031,    0,    0,
449,19641101,    0,    0,
449,19641102,    0,    0,
449,19641103,   41,    0,
449,19641104,    1,    0,
449,19641105,    0,    0,
449,19641106,    0,    0,
449,19641107,    0,    0,
449,19641108,    0,    0,
449,19641109,    0,    0,
449,19641110,    0,    0,
449,19641111,    0,    0,
449,19641112,    3,    0,
449,19641113,   17,    0,
449,19641114,  106,    0,
449,19641115,   48,    0,
449,19641116,   75,    0,
449,19641117,    0,    0,
449,19641118,   47,    0,
449,19641119,    2,    0,
449,19641120,    0,    0,
449,19641121,    1,    0,
449,19641122,    1,    0,
449,19641123,    1,    0,
449,19641124,   18,    0,
449,19641125,   17,    0,
449,19641126,    1,    0,
449,19641127,   40,    0,
449,19641128,   10,    0,
449,19641129,   80,    0,
449,19641130,   57,    0,
449,19641201,   31,    0,
449,19641202,    0,    0,
449,19641203,   28,    0,
449,19641204,   95,    0,
449,19641205,   38,    0,
449,19641206,   34,    0,
449,19641207,    0,    0,
449,19641208,    2,    0,
449,19641209,    1,    0,
449,19641210,   77,    0,
449,19641211,   35,    0,
449,19641212,    2,    0,
449,19641213,   98,    0,
449,19641214,  118,    0,
449,19641215,   24,    0,
449,19641216,   25,    0,
449,19641217,    1,    0,
449,19641218,    9,    0,
449,19641219,   21,    0,
449,19641220,    2,    0,
449,19641221,    2,  997,
449,19641222,    1,    0,
449,19641223,    0,    0,
449,19641224,    0,    0,
449,19641225,   46,    1,
449,19641226,   17,    2,
449,19641227,    6,    2,
449,19641228,    0,    2,
449,19641229,    2,    2,
449,19641230,   27,    4,
449,19641231,   62,    0,
449,19650101,   78,    0,
449,19650102,    1,    0,
449,19650103,    1,    0,
449,19650104,   42,    1,
449,19650105,    0,  997,
449,19650106,    2,    0,
449,19650107,   47,    0,
449,19650108,   44,    0,
449,19650109,   64,    0,
449,19650110,   72,    0,
449,19650111,   42,    0,
449,19650112,    0,    0,
449,19650113,    7,    0,
449,19650114,   52,    0,
449,19650115,   26,    0,
449,19650116,   31,    0,
449,19650117,   43,    0,
449,19650118,   34,    0,
449,19650119,   23,    0,
449,19650120,    7,    0,
449,19650121,    0,    0,
449,19650122,    2,    0,
449,19650123,   66,    0,
449,19650124,   14,    0,
449,19650125,   52,    0,
449,19650126,   10,    0,
449,19650127,    1,    0,
449,19650128,    2,    0,
449,19650129,    0,    0,
449,19650130,    0,    0,
449,19650131,    0,    0,
449,19650201,    0,    0,
